rainfall_mm,soil_moisture_pct,displacement_mm,pore_pressure_kpa,slope_angle_deg,risk_label
100.3,53.9,5.45,19.0,35.4,Warning
48.4,68.5,0.05,24.5,19.0,Watch
126.6,34.9,9.25,0.0,37.1,Watch
48.4,63.0,4.52,45.3,33.2,Watch
24.0,44.7,4.38,13.7,21.9,Safe
27.9,22.8,0.26,22.8,36.1,Safe
60.9,18.9,0.79,41.7,40.1,Safe
25.8,43.4,9.83,41.7,26.3,Watch
126.0,62.8,2.08,13.3,39.8,Watch
57.4,7.6,1.52,37.9,29.2,Watch
42.9,48.6,5.5,12.8,40.7,Safe
45.7,61.1,0.27,33.5,31.0,Watch
33.9,22.0,1.62,18.2,43.7,Safe
7.7,33.6,1.41,14.8,22.9,Safe
27.9,55.3,1.29,30.5,23.2,Safe
115.9,60.3,1.1,19.1,24.1,Warning
49.3,73.9,0.71,60.3,33.3,Watch
85.4,34.4,0.57,20.7,30.5,Safe
87.1,30.3,3.07,12.1,34.9,Safe
40.4,74.7,7.55,16.5,20.4,Watch
66.5,31.4,2.13,29.7,24.8,Safe
8.7,54.1,1.06,31.7,44.7,Safe
109.8,84.3,0.52,34.6,35.7,Danger
104.0,58.5,5.32,43.7,38.2,Warning
59.7,59.1,10.67,4.9,29.4,Safe
50.7,68.0,1.29,44.4,34.9,Watch
40.8,54.4,1.03,16.3,27.3,Safe
92.1,59.2,2.76,36.0,13.5,Watch
71.9,38.8,4.48,55.8,42.4,Warning
31.0,65.9,1.82,18.0,33.8,Safe
15.0,52.4,2.98,17.4,24.7,Safe
12.3,18.4,3.78,14.6,32.0,Safe
91.5,49.4,9.7,24.9,27.3,Danger
40.2,5.9,0.54,49.0,47.0,Safe
59.0,57.9,17.84,13.3,38.7,Danger
44.2,40.8,1.49,22.6,20.5,Safe
12.5,79.3,3.85,44.6,19.2,Watch
8.9,53.8,2.55,39.4,34.5,Safe
29.3,61.6,2.0,22.5,33.3,Safe
31.4,26.1,3.59,26.8,37.2,Safe
31.4,57.3,1.51,43.7,30.6,Safe
32.1,33.5,0.4,53.7,25.5,Safe
151.1,64.6,2.01,55.5,37.1,Danger
84.5,24.9,2.21,50.7,37.9,Watch
49.9,47.0,0.68,19.9,44.6,Safe
39.4,24.2,8.23,57.3,39.3,Watch
40.5,47.3,0.77,18.9,23.6,Safe
70.1,81.4,1.58,5.2,34.6,Warning
39.1,58.0,0.51,31.7,29.1,Safe
78.8,44.4,2.3,52.1,22.5,Watch
53.9,5.0,1.1,40.0,14.1,Safe
151.9,35.4,2.02,28.9,54.5,Warning
37.3,53.5,0.76,34.4,26.4,Safe
88.6,35.8,0.17,38.0,30.7,Safe
16.3,70.7,4.53,32.2,34.2,Watch
24.6,46.3,3.07,25.6,33.1,Safe
139.0,64.4,1.25,18.9,6.8,Warning
76.5,48.7,0.15,31.7,30.3,Watch
59.8,40.0,6.02,28.2,49.7,Watch
177.3,36.5,0.56,30.1,29.9,Danger
39.8,26.8,8.01,45.7,48.4,Watch
88.5,64.7,1.95,26.3,32.3,Warning
92.9,37.3,1.25,26.9,28.5,Watch
119.7,54.4,4.06,32.8,33.4,Warning
14.5,35.5,6.28,69.4,32.4,Safe
39.6,25.5,1.39,13.6,32.2,Safe
53.2,55.0,1.57,46.4,26.2,Safe
118.5,31.6,1.7,25.5,18.4,Watch
58.1,37.8,7.67,29.1,37.6,Warning
93.1,22.5,3.54,10.3,32.9,Safe
13.3,36.1,0.85,58.2,48.6,Safe
32.8,45.4,0.61,33.3,31.7,Watch
103.7,39.8,0.79,39.9,16.9,Safe
36.3,59.7,0.92,7.5,35.2,Watch
42.2,47.6,0.78,20.4,32.8,Safe
117.2,100.0,3.22,36.2,27.7,Danger
19.9,52.6,0.37,27.6,38.2,Safe
24.3,13.8,1.47,36.7,37.0,Safe
11.9,41.2,2.94,61.5,20.0,Safe
120.3,42.7,1.03,37.6,27.3,Watch
83.5,34.0,0.2,23.3,42.9,Safe
82.1,46.3,0.26,20.2,22.2,Safe
32.0,33.4,0.4,18.5,30.3,Safe
11.0,51.0,5.42,23.6,34.3,Safe
7.9,10.6,3.22,24.2,20.5,Safe
104.2,65.6,0.2,31.8,31.0,Warning
62.6,16.6,1.49,37.9,30.7,Safe
71.3,40.3,0.98,36.5,28.8,Watch
51.4,31.8,2.59,32.0,16.7,Safe
21.8,50.5,2.22,33.0,32.0,Safe
33.2,41.7,1.97,68.0,25.8,Safe
17.2,49.5,1.13,19.2,42.7,Safe
15.2,65.0,0.44,29.4,36.2,Safe
78.9,58.8,4.07,3.2,24.2,Watch
8.8,45.7,6.36,24.3,28.0,Safe
17.3,53.3,8.66,16.5,33.3,Watch
34.8,80.3,0.18,19.1,28.0,Safe
45.2,59.5,4.04,12.2,16.8,Safe
11.7,39.7,3.89,9.7,34.9,Safe
57.6,68.0,8.82,31.8,37.3,Warning
49.3,52.0,0.87,40.7,39.4,Safe
103.0,27.7,4.07,18.4,41.4,Watch
45.7,41.7,0.17,0.0,23.7,Safe
61.8,18.5,2.99,31.7,39.8,Safe
22.9,5.0,1.3,37.0,20.6,Safe
23.7,27.9,4.39,40.1,35.6,Watch
13.0,47.2,5.97,14.7,24.9,Safe
23.1,47.3,1.36,20.9,36.2,Safe
32.9,19.6,2.24,13.4,16.9,Safe
96.3,5.0,0.37,18.9,37.4,Safe
20.1,71.5,1.62,18.2,24.1,Safe
156.3,46.7,1.34,22.4,36.8,Danger
65.7,73.0,0.61,26.2,35.7,Watch
56.5,72.0,6.75,31.7,35.9,Watch
43.1,58.2,0.48,17.3,32.5,Safe
37.1,46.1,3.03,27.9,20.3,Safe
26.1,37.8,6.63,16.4,46.9,Watch
11.2,57.9,7.29,3.7,30.7,Safe
20.7,42.1,4.73,38.1,30.7,Warning
120.1,34.4,0.58,20.1,45.8,Warning
62.9,7.2,5.1,4.0,23.1,Safe
119.4,43.5,0.97,38.4,31.5,Watch
25.6,64.7,7.67,26.2,33.7,Watch
16.7,67.7,3.7,36.8,29.7,Safe
42.8,46.0,4.62,36.3,34.7,Watch
21.4,29.0,0.27,13.6,26.2,Safe
49.7,61.2,2.62,44.0,31.3,Watch
8.9,44.7,5.16,2.5,33.3,Safe
4.8,38.4,5.93,24.0,45.7,Safe
54.9,18.8,0.09,23.0,48.6,Safe
122.3,82.9,8.4,18.4,33.7,Danger
56.7,58.3,0.13,48.4,44.0,Safe
62.4,60.2,2.86,34.5,24.7,Watch
44.2,29.5,3.55,8.9,54.5,Safe
47.4,46.4,0.34,11.0,29.6,Safe
10.7,43.5,0.15,62.3,31.7,Safe
22.2,59.1,4.61,22.8,37.3,Safe
95.6,69.5,1.46,18.1,40.5,Warning
32.3,19.2,0.34,47.3,30.3,Safe
94.4,25.7,4.31,3.3,11.9,Safe
46.4,56.6,5.67,50.8,38.6,Watch
48.2,35.9,2.66,18.0,22.9,Safe
32.5,59.7,0.53,37.7,39.7,Watch
69.0,38.3,0.05,22.8,39.5,Safe
80.8,22.5,3.62,6.4,33.9,Safe
21.1,13.3,2.4,32.7,41.0,Safe
11.8,53.7,3.16,44.2,27.1,Watch
6.1,54.2,5.03,0.0,45.7,Safe
60.3,62.5,1.71,12.7,33.6,Safe
55.5,50.9,0.4,48.6,30.1,Watch
185.0,5.0,8.44,36.0,43.4,Danger
44.4,54.1,2.36,37.0,25.3,Safe
38.6,18.8,2.87,44.0,11.0,Safe
50.9,11.4,8.13,37.0,19.5,Safe
52.9,9.2,8.05,32.2,46.4,Safe
36.3,7.6,2.55,46.7,34.5,Safe
21.7,50.0,1.06,24.1,33.7,Safe
42.6,31.8,17.54,29.8,41.1,Warning
41.4,17.7,3.43,42.4,35.0,Safe
40.9,45.4,1.57,18.5,29.2,Safe
74.0,25.1,2.46,51.4,27.6,Watch
42.0,62.7,1.61,34.4,20.2,Watch
12.0,71.1,6.58,12.8,21.3,Safe
24.9,41.1,1.98,27.1,33.7,Safe
35.9,69.8,5.2,9.2,30.4,Watch
43.5,69.8,5.5,31.3,36.9,Warning
61.2,46.5,5.22,24.3,31.1,Watch
43.8,76.2,3.84,17.0,21.4,Watch
4.9,33.8,5.79,3.3,34.5,Safe
13.5,9.8,1.47,18.1,33.9,Safe
64.2,17.0,0.37,27.3,32.2,Safe
35.2,33.0,5.54,24.4,33.6,Watch
46.7,54.6,2.07,8.7,51.7,Safe
31.7,24.2,0.41,30.3,20.1,Safe
24.8,32.8,0.37,15.2,22.4,Safe
32.6,22.5,0.52,43.8,15.0,Safe
47.1,33.2,4.17,46.0,32.9,Watch
41.8,69.2,3.72,26.1,12.6,Safe
80.4,51.4,0.68,53.6,34.2,Watch
9.8,34.6,5.63,27.9,31.4,Safe
11.3,67.0,0.99,10.5,26.3,Safe
34.8,45.5,4.72,47.8,36.7,Watch
61.7,47.4,2.01,54.2,35.0,Watch
71.3,65.6,3.95,44.9,48.1,Warning
25.7,38.8,1.44,18.5,38.1,Safe
1.5,61.5,1.28,11.5,31.4,Safe
26.4,60.2,5.52,24.7,9.2,Watch
55.6,42.4,0.11,67.1,41.3,Watch
41.2,19.9,11.04,12.3,41.4,Safe
63.3,45.2,3.13,42.3,45.2,Warning
93.4,65.5,1.7,28.6,9.1,Watch
36.8,59.8,2.97,44.2,34.1,Watch
28.9,75.8,0.39,11.1,38.6,Safe
19.1,36.2,2.16,26.3,44.0,Safe
11.2,59.0,12.62,16.5,38.0,Watch
8.3,26.9,0.8,17.4,32.6,Safe
23.6,48.6,3.84,41.0,21.8,Safe
85.0,64.9,1.71,13.2,30.8,Watch
67.6,61.3,3.17,34.3,35.9,Watch
27.8,46.9,0.69,30.8,39.8,Safe
157.3,40.2,1.91,15.7,16.1,Warning
25.0,27.1,11.75,18.9,35.0,Safe
99.4,40.9,0.65,35.0,17.3,Watch
115.1,21.4,3.04,29.6,34.7,Watch
58.3,38.8,2.57,30.6,20.5,Safe
23.4,12.5,2.5,26.5,17.6,Safe
31.0,21.3,2.86,25.5,50.1,Safe
47.9,60.4,2.09,29.7,18.2,Safe
11.6,58.3,0.05,51.6,25.6,Watch
17.5,39.8,6.91,37.9,31.8,Safe
16.2,46.2,5.26,28.0,11.2,Safe
61.5,48.6,0.57,13.8,39.9,Watch
92.8,53.3,1.6,23.7,25.0,Watch
69.4,51.4,4.42,16.2,21.8,Watch
82.8,20.9,11.75,18.1,41.2,Watch
21.7,5.0,9.06,1.9,18.6,Safe
32.1,26.7,6.89,29.8,36.5,Safe
34.1,42.2,0.52,61.0,32.2,Safe
58.2,62.3,7.38,32.9,32.6,Watch
24.2,49.2,6.32,40.9,31.4,Watch
79.4,54.6,1.42,44.4,33.3,Danger
113.0,28.9,1.51,25.7,9.2,Watch
60.3,43.7,1.85,26.7,23.3,Safe
31.0,46.2,3.2,9.0,22.9,Safe
20.0,31.4,0.91,33.0,43.1,Safe
16.2,25.7,0.07,30.8,33.6,Safe
5.0,40.9,0.46,17.2,32.1,Safe
34.9,56.9,1.74,47.2,50.6,Watch
33.4,28.7,0.99,18.4,11.8,Safe
76.1,41.3,4.34,72.7,46.1,Warning
25.5,69.4,0.34,36.1,32.1,Watch
36.5,35.7,7.48,29.7,24.4,Safe
51.5,45.1,6.77,59.1,26.7,Warning
59.6,43.1,7.18,0.0,27.0,Safe
70.2,41.6,4.04,25.7,47.0,Watch
47.8,75.0,0.34,23.5,34.4,Safe
12.3,50.5,1.73,27.3,38.9,Safe
55.9,16.7,0.42,33.4,24.6,Safe
24.0,72.5,13.19,26.8,33.1,Warning
95.8,49.9,1.22,51.0,41.1,Warning
42.4,38.3,2.64,36.5,43.3,Safe
49.9,69.3,4.53,37.3,18.6,Safe
194.7,31.0,7.6,36.9,40.1,Danger
71.0,75.9,4.23,10.7,30.5,Watch
55.2,46.7,3.37,33.0,35.7,Watch
37.4,63.1,1.88,33.5,26.7,Safe
13.3,100.0,2.79,13.1,47.3,Watch
35.3,48.2,0.3,43.3,34.6,Safe
19.8,43.3,6.46,0.0,26.1,Safe
122.1,25.8,2.35,67.8,27.1,Warning
55.7,42.8,0.12,29.4,40.6,Safe
93.4,26.3,7.57,17.2,39.2,Watch
24.9,41.6,2.02,39.3,32.8,Safe
21.1,97.1,6.09,39.4,28.1,Watch
66.3,47.2,5.83,60.7,41.6,Warning
19.1,35.0,5.07,56.7,26.7,Safe
29.1,41.2,0.19,10.1,26.2,Safe
126.0,37.6,0.85,25.9,57.3,Warning
30.1,63.9,6.25,16.4,35.8,Watch
10.6,43.4,6.88,41.1,31.2,Watch
6.8,74.0,1.84,51.2,27.6,Watch
9.3,39.3,1.74,10.3,29.9,Safe
97.1,40.5,0.58,29.1,44.5,Safe
26.3,28.9,10.36,20.5,40.3,Watch
190.8,38.1,0.72,42.7,25.5,Watch
113.9,13.8,0.64,36.1,28.7,Safe
145.7,6.7,3.24,47.6,18.8,Warning
84.2,56.2,0.83,23.7,34.6,Watch
63.9,13.6,8.38,28.3,5.0,Safe
20.4,52.3,0.03,35.9,16.6,Safe
41.6,36.0,0.02,25.9,32.9,Safe
68.4,61.9,2.11,34.5,5.8,Watch
80.7,14.0,2.01,49.1,54.8,Watch
14.6,55.8,0.54,62.0,23.1,Safe
35.7,51.0,2.05,22.7,36.8,Safe
39.1,51.5,1.59,62.2,44.7,Watch
37.9,65.2,6.63,22.5,34.7,Watch
16.6,46.3,0.03,43.0,31.9,Safe
134.7,5.0,11.22,22.6,26.3,Danger
34.8,53.1,2.94,14.6,18.8,Safe
17.7,50.8,0.49,48.3,27.2,Watch
136.9,40.6,0.14,29.3,33.0,Warning
114.0,29.8,2.32,49.3,31.7,Warning
46.4,38.5,0.8,41.3,22.5,Safe
28.4,71.2,1.08,36.2,42.6,Safe
8.5,28.4,0.84,38.3,17.7,Safe
60.5,13.7,3.15,46.3,37.9,Safe
26.7,18.6,2.42,43.9,40.5,Safe
40.8,44.4,0.24,23.9,34.4,Safe
129.0,75.1,2.24,36.3,48.6,Danger
25.1,84.7,4.7,52.5,36.1,Warning
58.7,56.7,0.25,30.7,45.8,Safe
71.6,27.3,6.61,22.6,5.3,Safe
95.1,29.2,2.59,20.7,41.4,Watch
38.5,60.8,9.02,42.7,37.9,Watch
35.4,69.0,0.48,26.4,37.3,Safe
34.8,33.4,15.14,35.4,38.2,Watch
54.7,70.6,3.1,25.7,27.2,Watch
110.8,40.9,2.51,47.6,39.6,Warning
33.5,57.9,2.17,32.3,49.8,Safe
2.2,65.6,0.07,51.4,13.2,Safe
77.2,18.3,8.42,50.9,43.9,Watch
43.9,53.1,3.1,28.7,30.7,Safe
60.6,70.7,0.29,50.0,25.4,Watch
8.8,34.9,0.06,24.9,19.9,Safe
26.8,26.0,0.16,34.0,35.8,Safe
72.9,53.9,2.82,18.3,47.8,Watch
12.9,47.4,2.86,38.9,28.1,Safe
58.6,39.1,2.08,34.5,38.7,Safe
40.5,45.0,1.1,37.7,31.9,Safe
22.2,14.9,2.28,9.6,15.6,Safe
20.6,52.3,2.18,0.2,30.2,Safe
16.7,73.7,0.06,13.0,25.4,Safe
43.7,32.1,1.0,37.5,21.9,Safe
47.6,30.1,0.16,40.1,27.7,Safe
30.9,48.1,6.91,46.9,28.8,Warning
15.8,96.2,3.88,23.9,42.1,Warning
57.4,64.8,16.65,33.1,32.2,Danger
78.2,43.3,1.08,19.5,18.0,Safe
65.0,45.7,6.32,50.5,44.1,Warning
149.6,66.6,2.77,19.4,35.9,Danger
36.0,28.6,1.81,47.7,34.8,Safe
103.7,56.0,0.76,26.2,40.7,Warning
24.1,24.9,4.02,53.6,31.8,Watch
20.8,61.6,7.03,32.7,26.6,Watch
45.8,39.7,0.8,32.4,35.5,Watch
119.2,48.6,0.58,18.7,38.2,Watch
32.9,38.5,3.57,62.5,35.8,Safe
8.8,57.6,11.31,44.9,40.1,Watch
77.2,41.9,4.16,37.7,33.0,Watch
39.2,83.8,1.0,33.6,22.0,Warning
52.1,70.5,1.63,20.1,25.7,Safe
21.8,21.5,1.46,40.1,45.7,Safe
45.4,48.4,5.73,29.0,32.3,Watch
10.4,58.2,4.43,30.9,20.7,Safe
136.1,36.8,2.67,43.4,19.8,Watch
87.1,66.8,0.96,34.3,18.6,Watch
43.9,64.7,8.34,30.3,40.2,Watch
75.7,43.5,3.18,51.5,35.1,Watch
24.2,62.7,10.57,17.7,50.4,Watch
84.5,5.0,2.6,5.2,37.8,Safe
31.8,69.4,5.16,18.1,38.4,Warning
29.9,61.0,5.03,32.3,51.9,Watch
17.8,25.4,1.23,40.4,22.3,Safe
56.9,49.5,9.97,18.8,17.0,Watch
42.5,8.5,0.07,85.3,37.5,Safe
105.9,31.3,4.39,32.7,29.6,Warning
15.9,64.7,10.11,32.3,35.0,Watch
57.1,44.8,1.24,10.7,44.2,Safe
92.9,43.8,3.13,8.4,39.6,Watch
48.3,45.8,2.48,3.3,47.2,Safe
31.3,43.7,4.3,50.6,22.9,Safe
47.3,62.8,6.03,48.2,41.0,Warning
100.3,33.9,2.77,30.0,24.3,Watch
100.3,52.5,5.08,11.8,48.7,Watch
38.0,24.4,1.12,25.8,36.5,Safe
99.1,58.3,0.78,51.3,37.1,Warning
40.9,39.2,1.69,22.4,26.2,Safe
75.1,44.3,3.4,16.5,26.7,Watch
61.9,38.5,0.62,24.3,36.1,Safe
30.3,40.8,3.42,25.6,49.5,Watch
18.4,26.9,1.5,41.1,47.8,Safe
94.6,50.9,4.76,0.0,35.6,Watch
112.6,55.0,0.11,32.5,27.8,Warning
56.1,21.0,3.31,19.5,37.7,Safe
40.9,34.3,3.15,22.0,44.5,Safe
14.0,45.5,8.49,41.3,34.1,Safe
93.0,34.2,3.75,10.5,28.1,Safe
51.5,41.0,4.77,32.7,38.8,Watch
33.9,74.1,7.05,37.2,29.6,Warning
76.6,26.7,3.37,38.7,28.4,Watch
11.6,5.0,1.03,40.6,31.4,Safe
17.0,34.2,6.12,38.6,38.7,Safe
23.4,39.1,4.13,40.8,29.8,Safe
60.6,36.2,1.66,16.8,31.6,Watch
47.7,49.8,3.72,50.5,33.4,Watch
65.7,26.5,6.07,12.2,28.2,Safe
88.7,23.8,11.15,35.6,47.5,Warning
67.4,32.9,9.13,19.8,50.4,Warning
138.0,33.2,1.18,4.2,29.0,Warning
88.6,83.2,1.64,21.4,24.0,Watch
37.9,72.9,0.35,28.2,27.4,Safe
26.7,14.9,0.85,50.8,36.5,Safe
38.8,10.3,6.42,57.3,31.1,Safe
69.0,43.5,1.34,28.1,19.2,Safe
29.1,79.4,2.91,9.2,30.4,Watch
70.3,57.0,3.29,10.4,36.1,Watch
64.9,44.4,4.57,41.6,41.8,Watch
18.2,36.8,0.61,40.6,49.6,Safe
87.5,64.4,1.09,20.9,27.5,Warning
54.7,48.2,1.78,12.4,25.8,Safe
133.6,76.2,1.36,44.9,29.5,Danger
41.0,14.6,12.21,11.6,22.5,Watch
32.6,52.6,5.4,23.3,25.0,Safe
16.1,34.9,1.96,37.1,25.1,Safe
15.8,52.5,6.34,0.0,35.3,Safe
80.5,49.5,1.28,44.3,23.7,Watch
124.9,54.2,4.62,65.7,40.2,Danger
38.4,62.6,0.76,31.7,43.5,Safe
36.5,70.0,4.44,29.5,20.7,Watch
44.0,80.1,1.83,30.7,19.0,Safe
91.5,45.3,0.34,33.4,26.6,Warning
18.3,35.2,0.96,19.1,28.0,Safe
49.8,22.9,1.54,13.1,44.7,Safe
81.7,52.8,4.15,24.7,31.5,Watch
60.0,60.0,0.23,32.3,36.2,Safe
1.1,20.7,3.23,15.0,36.2,Safe
67.6,65.6,3.78,9.8,23.2,Watch
60.4,43.2,3.18,23.4,29.5,Safe
103.6,22.4,4.29,10.0,31.9,Watch
118.4,29.7,0.59,40.1,35.8,Warning
100.1,28.0,2.65,0.0,17.7,Safe
44.1,28.3,8.5,12.5,26.1,Safe
8.4,55.3,2.83,51.2,32.1,Safe
36.2,60.5,2.84,26.7,27.6,Safe
43.1,75.6,4.0,32.8,18.0,Watch
123.8,32.4,1.22,28.1,24.8,Warning
22.0,51.2,3.62,20.6,18.1,Safe
11.9,33.4,7.44,46.4,45.8,Watch
29.3,45.4,0.03,21.4,28.8,Safe
23.1,18.4,6.12,17.6,31.3,Safe
10.8,24.8,0.74,39.9,22.2,Safe
39.0,59.5,1.83,1.0,34.3,Safe
44.4,18.3,5.74,25.7,39.0,Safe
10.1,56.1,5.21,22.2,22.8,Watch
32.5,32.8,6.67,25.4,23.1,Safe
21.8,10.3,8.46,22.7,27.0,Safe
45.5,5.0,1.78,35.6,18.0,Safe
48.9,71.3,3.2,46.5,35.8,Warning
21.8,10.7,1.49,36.9,39.6,Safe
86.9,43.8,1.3,24.9,17.7,Watch
42.4,51.4,1.69,39.5,40.8,Watch
22.7,21.4,4.08,41.2,40.8,Safe
9.4,35.0,2.09,35.4,5.0,Safe
50.9,53.6,5.05,45.7,21.0,Watch
60.3,50.3,4.1,0.0,25.9,Safe
27.9,36.7,0.06,30.4,37.7,Safe
46.6,49.3,2.98,34.6,36.4,Safe
118.4,43.2,1.72,7.8,22.8,Safe
77.8,27.5,1.83,33.3,48.2,Watch
3.7,66.6,5.12,43.7,25.0,Safe
22.5,48.7,2.38,26.6,23.6,Safe
37.6,11.8,6.5,39.8,20.4,Safe
44.2,54.4,3.74,45.3,30.2,Safe
47.4,33.9,2.41,50.1,41.0,Safe
57.6,39.8,4.21,47.4,23.0,Safe
38.6,45.1,0.12,50.5,34.1,Safe
42.3,30.7,0.08,22.5,34.0,Safe
80.6,77.5,0.26,24.1,31.7,Warning
51.6,18.1,1.73,0.0,35.2,Safe
14.6,46.0,0.81,14.0,41.1,Safe
45.3,51.9,12.45,48.3,34.7,Warning
37.7,45.7,2.34,20.9,42.5,Safe
5.7,41.6,3.26,36.0,21.0,Safe
47.0,38.2,0.98,33.6,27.6,Safe
16.5,30.5,1.16,48.6,21.0,Safe
81.4,30.2,1.23,0.0,37.5,Safe
57.0,65.9,3.6,35.3,44.2,Danger
13.8,37.0,1.93,35.0,28.9,Safe
78.9,83.4,2.19,17.1,34.8,Watch
104.7,57.0,2.69,44.4,17.1,Warning
34.1,5.0,4.39,9.0,32.2,Safe
37.5,60.9,0.28,46.0,15.3,Safe
73.7,44.0,4.5,0.0,32.6,Watch
99.5,20.0,2.49,16.4,12.8,Safe
7.7,68.5,3.32,27.9,48.9,Watch
15.4,37.2,1.19,33.3,31.5,Safe
29.8,35.6,1.58,2.0,31.1,Safe
32.5,51.8,0.79,45.6,51.1,Watch
72.2,65.6,11.63,41.3,32.7,Danger
99.9,47.0,2.06,58.5,15.9,Danger
104.9,45.8,16.62,40.5,27.7,Danger
7.5,32.5,2.02,19.0,51.5,Safe
20.7,65.3,0.74,13.9,23.0,Safe
25.3,47.2,2.12,23.7,27.6,Safe
20.6,40.9,0.12,62.7,47.5,Watch
56.9,38.7,7.05,30.7,24.3,Safe
61.9,63.5,5.12,31.4,31.0,Safe
41.9,40.3,3.88,50.7,45.5,Safe
38.9,63.5,2.82,12.5,26.3,Watch
30.8,36.5,2.6,38.1,24.0,Watch
33.9,58.0,17.17,37.7,13.6,Warning
117.5,48.7,0.98,44.4,21.0,Warning
68.5,27.9,4.54,42.8,23.2,Warning
31.8,43.4,2.61,29.1,28.4,Watch
38.3,5.6,11.17,9.3,35.6,Safe
57.9,31.6,5.28,21.5,31.6,Safe
13.8,16.6,19.56,42.6,19.7,Watch
46.5,81.0,2.66,57.8,45.6,Warning
65.8,16.8,0.69,11.7,21.0,Safe
60.0,91.5,2.1,10.7,50.0,Warning
21.1,54.3,3.73,6.4,33.5,Safe
24.7,35.7,4.47,18.5,42.5,Safe
4.9,59.5,0.0,44.2,37.3,Watch
70.8,33.4,2.11,49.7,47.1,Watch
150.9,19.6,0.8,0.0,31.6,Watch
18.5,46.4,6.24,11.9,29.3,Safe
88.3,57.6,0.5,9.1,35.0,Watch
142.2,68.0,3.29,17.0,29.2,Warning
28.4,54.0,0.93,26.7,36.5,Watch
38.3,35.5,1.32,24.0,47.5,Watch
50.4,70.0,8.47,37.7,15.1,Watch
58.7,65.9,0.83,1.1,31.2,Safe
52.4,49.8,0.3,22.2,54.0,Safe
30.3,66.8,0.22,50.5,28.1,Safe
65.1,84.3,2.11,51.1,42.1,Danger
30.8,35.2,3.08,55.0,40.7,Safe
55.1,28.8,1.19,35.9,17.6,Safe
40.7,34.7,3.52,20.2,35.0,Safe
6.6,20.7,0.19,32.6,34.2,Safe
97.1,55.6,5.84,67.9,63.8,Danger
25.2,16.0,5.09,22.0,5.7,Safe
103.6,67.8,12.7,57.5,15.8,Danger
85.9,32.9,8.27,0.0,29.7,Watch
49.3,69.5,1.32,38.6,28.4,Safe
60.9,5.0,1.53,39.7,23.2,Safe
66.2,38.1,4.11,35.6,23.8,Watch
35.6,21.7,0.43,36.6,38.8,Safe
37.0,69.4,1.13,37.8,23.6,Safe
63.9,75.2,0.38,38.5,26.6,Safe
41.1,5.0,1.82,25.0,42.0,Safe
30.3,60.6,2.41,25.9,40.4,Watch
21.4,64.2,0.71,9.6,27.2,Safe
56.2,50.9,0.08,41.0,17.3,Safe
24.5,55.6,3.81,49.5,40.8,Watch
76.2,54.3,0.06,56.2,22.6,Watch
80.6,60.7,10.88,17.7,44.9,Warning
60.5,25.3,0.75,4.1,36.2,Safe
69.7,66.6,3.27,35.6,30.1,Watch
60.6,48.8,1.71,12.7,36.4,Watch
73.2,47.7,0.18,38.6,12.5,Watch
71.1,55.2,1.92,0.0,46.8,Safe
54.1,22.1,2.18,46.3,29.9,Watch
86.6,17.0,5.79,32.3,33.7,Watch
36.6,42.8,3.95,1.2,26.2,Safe
22.0,72.8,0.25,34.6,30.3,Safe
21.0,23.7,0.7,31.4,48.0,Safe
32.5,48.2,1.12,37.8,29.3,Safe
5.6,32.1,0.37,42.0,27.8,Safe
48.9,29.7,1.83,0.0,38.8,Safe
66.8,54.0,12.46,22.9,35.1,Danger
79.8,58.7,2.17,28.7,47.5,Warning
8.3,30.8,4.06,25.6,11.8,Safe
21.6,70.0,3.45,24.7,27.4,Watch
74.6,52.6,5.69,45.8,17.8,Watch
35.7,40.6,0.73,4.0,44.3,Safe
65.7,51.3,4.21,25.6,19.1,Watch
13.1,81.7,6.39,26.8,35.3,Safe
102.8,58.6,0.56,28.4,18.9,Watch
12.1,32.4,1.28,15.3,27.0,Safe
47.9,44.7,10.53,62.1,22.0,Warning
48.8,47.4,4.55,44.7,31.9,Warning
27.7,57.0,1.0,63.2,52.3,Watch
59.0,49.3,2.49,39.6,17.7,Watch
60.2,79.1,1.55,41.4,20.6,Watch
55.7,40.9,2.02,29.9,38.0,Watch
27.3,13.9,1.32,53.4,30.5,Safe
23.0,48.9,0.98,38.5,19.3,Safe
29.8,37.1,3.37,27.1,27.3,Safe
20.4,17.9,4.52,57.7,16.9,Safe
89.3,32.3,6.21,10.5,27.1,Safe
32.0,38.5,0.51,19.0,22.3,Safe
46.9,65.5,5.19,72.2,35.1,Warning
74.4,18.3,0.88,40.1,38.4,Safe
19.5,51.3,1.67,0.0,5.5,Safe
11.6,85.0,6.95,45.3,33.1,Watch
20.4,41.9,1.82,14.7,9.0,Safe
50.7,41.3,0.66,21.4,32.1,Safe
48.2,58.0,0.52,68.3,47.9,Watch
55.6,54.4,1.92,54.8,28.5,Danger
38.4,70.5,4.31,60.0,34.6,Warning
2.1,42.0,17.64,20.9,39.4,Watch
37.5,57.6,4.65,25.6,39.7,Safe
81.2,57.9,6.29,33.3,40.3,Watch
95.7,39.0,4.13,43.0,36.4,Danger
44.6,42.9,6.77,24.9,24.5,Safe
48.4,44.8,0.24,58.2,38.4,Watch
64.9,22.7,7.97,37.4,46.9,Watch
93.9,38.0,1.51,52.4,36.8,Watch
41.7,71.9,7.64,18.3,33.9,Watch
64.2,63.7,0.24,23.7,15.3,Safe
